plid,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,latLong,variableData,badgeInfo,buildingName,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,rentalMarketingSubType,marketingTreatments,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,availabilityDate,visited,info3String,streetViewURL,streetViewMetadataURL
4csfgmpawef2c,https://photos.zillowstatic.com/fp/e08ce2b609818c78cb44fe708e894693-p_e.jpg,True,/apartments/seattle-wa/union-bay/5XjTMM/,FOR_RENT,Union Bay,"$2,211+/mo","526 Yale Ave N, Seattle, WA",1.0,1.0,615.0,1001484361.0,"{'latitude': 47.62398, 'longitude': -122.33033}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Union Bay,47.62398--122.33033,True,True,False,False,False,True,False,,False,16101757000,4.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
5cynvj2a29mwk,https://photos.zillowstatic.com/fp/252d0f22f0a463f39588114aa01a1143-p_e.jpg,True,/apartments/seattle-wa/amli-south-lake-union/5Z2cjw/,FOR_RENT,AMLI South Lake Union,"$2,333+/mo","1260 Republican St, Seattle, WA",1.0,1.0,605.0,1008913965.0,"{'latitude': 47.623405, 'longitude': -122.330956}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",AMLI South Lake Union,47.623405--122.330956,True,True,True,False,False,True,False,,False,10444449000,16.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
308rt1xqay0qe,https://photos.zillowstatic.com/fp/98f376f071056929929af3e73348a23e-p_e.jpg,True,/apartments/seattle-wa/modera-broadway/9W3FGz/,FOR_RENT,Modera Broadway,"$1,839+/mo","1812 Broadway, Seattle, WA",1.0,1.0,521.0,2121591464.0,"{'latitude': 47.61791, 'longitude': -122.32052}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Modera Broadway,47.61791--122.32052,True,True,True,False,False,True,False,,False,6912674000,18.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
2stgb32ut8baq,https://photos.zillowstatic.com/fp/9509a1a434a86b3944d7bfd9e03ac133-p_e.jpg,True,/apartments/seattle-wa/1111-east-olive/BJnYNp/,FOR_RENT,1111 East Olive,"$2,255+/mo","1111 E Olive St, Seattle, WA",1.0,1.0,545.0,2345045616.0,"{'latitude': 47.61622, 'longitude': -122.317795}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",1111 East Olive,47.61622--122.317795,True,True,False,False,False,True,False,,False,797367000,4.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
4h09dv5ww99zz,https://photos.zillowstatic.com/fp/fc3702bd09c0ae28147ed3280b9a35af-p_e.jpg,True,/apartments/seattle-wa/the-heights-on-capitol-hill/5XjQFH/,FOR_RENT,The Heights on Capitol Hill,"$2,130+/mo","130 Harvard Ave E, Seattle, WA",1.0,1.0,636.0,1001476860.0,"{'latitude': 47.619675, 'longitude': -122.32165}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",The Heights on Capitol Hill,47.619675--122.32165,True,True,False,False,False,True,False,,False,1282115000,3.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
4m0zhmbp87ex0,https://photos.zillowstatic.com/fp/578360d7dd6192dba3d6e13edfb7804a-p_e.jpg,True,/apartments/seattle-wa/solis-apartments/9VXLQp/,FOR_RENT,Solis Apartments,"$1,795+/mo","1300 E Pike St, Seattle, WA",1.0,1.0,500.0,2118780276.0,"{'latitude': 47.614388, 'longitude': -122.31521}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Solis Apartments,47.614388--122.31521,True,True,True,False,False,True,False,,False,4560623000,2.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/0f21992a1e9652383d0ce0569cba1fa7-p_e.jpg,True,/apartments/seattle-wa/kam-lo-apartments/ChH54w/,FOR_RENT,Apartment for rent,"$5,000/mo","221 Summit Ave E, Seattle, WA 98102",,,,,"{'latitude': 47.620365, 'longitude': -122.32579}","{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,166420000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2067946812,ForRent,For Rent,$5.0K,2.0,1.0,10.0,"{'homeInfo': {'zpid': 2067946812, 'streetAddress': '221 Summit Ave E', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.620365, 'longitude': -122.32579, 'price': 5000.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 10.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2110, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 5000.0, 'timeOnZillow': 166420000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
18scsjzq0j3du,https://photos.zillowstatic.com/fp/45ebabc6a0d746fe15704be609e68028-p_e.jpg,True,/apartments/seattle-wa/viewmont-apartments/5jDznK/,FOR_RENT,Viewmont Apartments,"$1,150+/mo","219 Bellevue Ave, Seattle, WA",1.0,1.0,485.0,1050487397.0,"{'latitude': 47.620132, 'longitude': -122.32675}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Viewmont Apartments,47.620132--122.32675,True,True,True,False,False,True,False,,False,4021888000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
35hvapt0byfn1,https://photos.zillowstatic.com/fp/887a35075e5293603535385e3ab1ae21-p_e.jpg,True,/apartments/seattle-wa/buena-vista/ChcPyP/,FOR_RENT,Buena Vista,"$1,450+/mo","1633 Boylston Ave, Seattle, WA",1.0,1.0,500.0,2741857886.0,"{'latitude': 47.616207, 'longitude': -122.32374}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Buena Vista,47.616207--122.32374,True,True,True,False,False,True,False,,False,1370096000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/c17d1493c4fb5aafda7536b8cd622c94-p_e.jpg,True,/apartments/seattle-wa/615-summit-apartments/5jF2nt/,FOR_RENT,Apartment for rent,"$1,650/mo","615 Summit Ave E #8, Seattle, WA 98102",,,,,"{'latitude': 47.624783, 'longitude': -122.32568}","{'type': 'TIME_ON_INFO', 'text': '3 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,322091000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",445963952,ForRent,For Rent,$1.7K,1.0,1.0,451.0,"{'homeInfo': {'zpid': 445963952, 'streetAddress': '615 Summit Ave E #8', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.624783, 'longitude': -122.32568, 'price': 1650.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 451.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1650.0, 'timeOnZillow': 322091000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 8', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-10 00:00:00,False,,,
3v33ggnmy3xh2,https://photos.zillowstatic.com/fp/c0cb9ef9a2ce10045440225bae70b224-p_e.jpg,True,/apartments/seattle-wa/chester/5XtcWC/,FOR_RENT,Chester,"$1,725+/mo","1323 E Pine St, Seattle, WA",1.0,1.0,550.0,1002442744.0,"{'latitude': 47.615105, 'longitude': -122.31464}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Chester,47.615105--122.31464,True,True,False,False,False,True,False,,False,1538407000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/146804277292ca19ac335d85b43ba403-p_e.jpg,True,/apartments/seattle-wa/red-lion/5jDznQ/,FOR_RENT,Apartment for rent,"$1,575/mo","328 Bellevue Ave E #107, Seattle, WA 98102",,,,,"{'latitude': 47.621708, 'longitude': -122.32622}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,10323242000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",440899617,ForRent,For Rent,$1.6K,1.0,1.0,600.0,"{'homeInfo': {'zpid': 440899617, 'streetAddress': '328 Bellevue Ave E #107', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.621708, 'longitude': -122.32622, 'price': 1575.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1575.0, 'timeOnZillow': 10323242000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 107', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/cca711e1738703481d130a7fc052a62d-p_e.jpg,True,/apartments/seattle-wa/roundcliffe-apartments/5Xm8rb/,FOR_RENT,Apartment for rent,"$2,495/mo","845 Bellevue Pl E #208, Seattle, WA 98102",,,,,"{'latitude': 47.627144, 'longitude': -122.327065}","{'type': 'TIME_ON_INFO', 'text': '14 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1257612000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2068833447,ForRent,For Rent,$2.5K,2.0,1.0,927.0,"{'homeInfo': {'zpid': 2068833447, 'streetAddress': '845 Bellevue Pl E #208', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.627144, 'longitude': -122.327065, 'price': 2495.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 927.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2344, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2495.0, 'timeOnZillow': 1257612000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 208', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-05 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/9ac53a432c4761d10e641cdb63fd0276-p_e.jpg,True,/apartments/seattle-wa/catalina-apartments/5jDznX/,FOR_RENT,Apartment for rent,"$1,545/mo","509 Bellevue Ave E APT 208, Seattle, WA 98102",,,,,"{'latitude': 47.623463, 'longitude': -122.32696}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,7055300000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",442358736,ForRent,For Rent,$1.5K,1.0,1.0,513.0,"{'homeInfo': {'zpid': 442358736, 'streetAddress': '509 Bellevue Ave E APT 208', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.623463, 'longitude': -122.32696, 'price': 1545.0, 'datePriceChanged': 1737705600000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 513.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$50 (Jan 24)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1545.0, 'priceChange': -50, 'timeOnZillow': 7055300000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 208', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
32q2wez40c73y,https://photos.zillowstatic.com/fp/3da27ed32089e477f69476a02dbfee26-p_e.jpg,True,/apartments/seattle-wa/sherwood-apartments/Ch4VVY/,FOR_RENT,Sherwood Apartments,"$1,750+/mo","1633 Melrose Ave, Seattle, WA",1.0,1.0,660.0,2738574600.0,"{'latitude': 47.616287, 'longitude': -122.32811}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Sherwood Apartments,47.616287--122.32811,True,True,True,False,False,True,False,,False,10116493000,3.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/b2343bbbf71f73a41774f4af6bf3a7d9-p_e.jpg,True,/apartments/seattle-wa/a187-east-union/62s4Wn/,FOR_RENT,Apartment for rent,"$1,345/mo","506 E Union St #4, Seattle, WA 98122",,,,,"{'latitude': 47.6131, 'longitude': -122.3252}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,4021603000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2070791643,ForRent,For Rent,$1.3K,1.0,1.0,318.0,"{'homeInfo': {'zpid': 2070791643, 'streetAddress': '506 E Union St #4', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.6131, 'longitude': -122.3252, 'price': 1345.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 318.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1245, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1345.0, 'timeOnZillow': 4021603000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 4', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-01 00:00:00,False,,,
1z0gs98n6tfs7,https://photos.zillowstatic.com/fp/f533fa69e8c19e1671492895470a3fd2-p_e.jpg,True,/apartments/seattle-wa/ten-o-five-anhalt-apartments/5XpBdk/,FOR_RENT,Ten-O-Five Anhalt Apartments,"$2,795+/mo","1005 E Roy St, Seattle, WA",1.0,1.0,747.0,1001919647.0,"{'latitude': 47.62523, 'longitude': -122.3196}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Ten-O-Five Anhalt Apartments,47.62523--122.3196,True,True,False,False,False,True,False,,False,1514231000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
1z0kyh3gws93h,https://photos.zillowstatic.com/fp/dba766dfbba72ccd73fc6ff1ae16b2dc-p_e.jpg,True,/apartments/seattle-wa/the-harvard-on-capitol-hill/5bd3BS/,FOR_RENT,The Harvard on Capitol Hill,"$2,095+/mo","219 Harvard Ave E, Seattle, WA",2.0,1.0,750.0,1018254910.0,"{'latitude': 47.620453, 'longitude': -122.32251}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",The Harvard on Capitol Hill,47.620453--122.32251,True,True,False,False,False,True,False,,False,1543033000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
am0684krr2k5,https://photos.zillowstatic.com/fp/4b01ad5c9aabb300fa172ed64e6edeaa-p_e.jpg,True,/apartments/seattle-wa/the-cairns/5Xk283/,FOR_RENT,The Cairns,"$2,238+/mo","422 Yale Ave N, Seattle, WA",1.0,1.0,795.0,1001546232.0,"{'latitude': 47.622467, 'longitude': -122.33007}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",The Cairns,47.622467--122.33007,True,True,True,False,False,True,False,,False,25051000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/6219daaa8fc6bdf7cf3833a4be41e369-p_e.jpg,True,/apartments/seattle-wa/525-federal/9VWLgY/,FOR_RENT,Apartment for rent,"$2,250+/mo","525 Federal Ave E, Seattle, WA 98102",,,,,"{'latitude': 47.623844, 'longitude': -122.31917}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,35868246000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2056148568,ForRent,For Rent,$2.3K,2.0,1.0,,"{'homeInfo': {'zpid': 2056148568, 'streetAddress': '525 Federal Ave E #BBC29480F', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.623844, 'longitude': -122.31917, 'price': 2250.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2469, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2250.0, 'timeOnZillow': 35868246000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# bbc29480f', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
42g2k0jnpz52s,https://photos.zillowstatic.com/fp/2ed34465ed8a0f805dd7fdc2eb741ef7-p_e.jpg,True,/apartments/seattle-wa/swansonia-apartments/5XtZjK/,FOR_RENT,Swansonia Apartments,"$1,595+/mo","1017 E Harrison St, Seattle, WA",1.0,1.0,460.0,1002438438.0,"{'latitude': 47.621758, 'longitude': -122.31913}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Swansonia Apartments,47.621758--122.31913,True,True,False,False,False,True,False,,False,1009323000,3.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
thy5uzdm3p87,https://photos.zillowstatic.com/fp/7304b92e859cebfa05fac0729bfbc177-p_e.jpg,True,/apartments/seattle-wa/the-perch-apartments/5jDzpH/,FOR_RENT,The Perch Apartments,"$1,850+/mo","500 Belmont Ave E, Seattle, WA",1.0,1.0,599.0,1050487444.0,"{'latitude': 47.623386, 'longitude': -122.323746}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",The Perch Apartments,47.623386--122.323746,True,True,True,False,False,True,False,,False,17201075000,2.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/ed054f75eedeaf7660e6fb9f3b60a875-p_e.jpg,True,/apartments/seattle-wa/belfiore/5XyW3q/,FOR_RENT,Apartment for rent,"$1,295/mo","1707 Bellevue Ave APT 107, Seattle, WA 98122",,,,,"{'latitude': 47.617374, 'longitude': -122.32712}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,13199533000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2120480906,ForRent,For Rent,$1.3K,1.0,1.0,565.0,"{'homeInfo': {'zpid': 2120480906, 'streetAddress': '1707 Bellevue Ave APT 107', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.617374, 'longitude': -122.32712, 'price': 1295.0, 'datePriceChanged': 1729666800000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 565.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1786, 'listing_sub_type': {}, 'priceReduction': '', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1295.0, 'priceChange': -100, 'timeOnZillow': 13199533000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 107', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/b71699ec82a43861db964685d4240b6b-p_e.jpg,True,/apartments/seattle-wa/lavilla/CgHvJB/,FOR_RENT,Apartment for rent,"$1,695/mo","1620 13th Ave #20, Seattle, WA 98122",,,,,"{'latitude': 47.615955, 'longitude': -122.31516}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,3458268000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2078290274,ForRent,For Rent,$1.7K,2.0,1.0,700.0,"{'homeInfo': {'zpid': 2078290274, 'streetAddress': '1620 13th Ave #20', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.615955, 'longitude': -122.31516, 'price': 1695.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 700.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2337, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1695.0, 'timeOnZillow': 3458268000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 20', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/2d3757ceea38c6f5cd2d6ff52427ffa4-p_e.jpg,True,/apartments/seattle-wa/joey-ray/5b6qdd/,FOR_RENT,Apartment for rent,"$1,895+/mo","331 Bellevue Ave E, Seattle, WA 98102",,,,,"{'latitude': 47.621735, 'longitude': -122.32695}","{'type': 'TIME_ON_INFO', 'text': '14 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1277248000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",399213730,ForRent,For Rent,$1.9K,1.0,1.0,750.0,"{'homeInfo': {'zpid': 399213730, 'streetAddress': '331 Bellevue Ave E #1B-1BA-750SQFT', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.621735, 'longitude': -122.32695, 'price': 1895.0, 'datePriceChanged': 1737792000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 750.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$5 (Jan 25)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1895.0, 'priceChange': -5, 'timeOnZillow': 1277248000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 1B-1Ba-750Sqft', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
