plid,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,latLong,variableData,badgeInfo,buildingName,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,rentalMarketingSubType,marketingTreatments,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,visited,availabilityDate,info3String,streetViewURL,streetViewMetadataURL
1es12521m0a25,https://photos.zillowstatic.com/fp/79d4e8385bd574f74f0817c7f6443d99-p_e.jpg,True,/apartments/seattle-wa/ivy-ridge-apartments/5XjPwc/,FOR_RENT,Ivy Ridge Apartments,"$1,806+/mo","4730 21st Ave NE, Seattle, WA",1.0,1.0,581.0,1001476142.0,"{'latitude': 47.66381, 'longitude': -122.305046}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Ivy Ridge Apartments,47.66381--122.305046,True,True,False,False,False,True,False,,False,25549574000,29.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremiumPlusPackage']",,,,,,,,,,,,,,,,,,,
4ty1sf5wkm52p,https://photos.zillowstatic.com/fp/213b9b907bc51c62854dd4b5b175577f-p_e.jpg,True,/apartments/seattle-wa/coronado-and-valencia/5jF253/,FOR_RENT,Coronado & Valencia,"$1,555+/mo","2840 Eastlake Ave E, Seattle, WA",1.0,1.0,410.0,1050488069.0,"{'latitude': 47.646782, 'longitude': -122.32456}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Coronado & Valencia,47.646782--122.32456,True,True,True,False,False,True,False,,False,5040466000,17.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/d9da3b6c26a66f48769b817e34deef85-p_e.jpg,True,/apartments/seattle-wa/the-shannon/ChbLHj/,FOR_RENT,Apartment for rent,"$2,095/mo","4219 7th Ave NE APT 201, Seattle, WA 98105",,,,,"{'latitude': 47.65805, 'longitude': -122.32115}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,5545093000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",2088611014,ForRent,For Rent,$2.1K,2.0,1.0,850.0,"{'homeInfo': {'zpid': 2088611014, 'streetAddress': '4219 7th Ave NE APT 201', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.65805, 'longitude': -122.32115, 'price': 2095.0, 'datePriceChanged': 1732608000000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 850.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2181, 'listing_sub_type': {}, 'priceReduction': '$80 (Nov 26)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2095.0, 'priceChange': -80, 'timeOnZillow': 5545093000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 201', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,,,,
5521c7t62extr,https://photos.zillowstatic.com/fp/c971711c7c776100d9b2daee91bd3edb-p_e.jpg,True,/apartments/seattle-wa/the-elizabeth/9VWKdQ/,FOR_RENT,The Elizabeth,"$2,195+/mo","2220 Minor Ave E, Seattle, WA",1.0,1.0,762.0,2118660746.0,"{'latitude': 47.63899, 'longitude': -122.32798}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",The Elizabeth,47.63899--122.32798,True,True,False,False,False,True,False,,False,3130963000,2.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
1qgbybp4v4sh0,https://photos.zillowstatic.com/fp/38b43ba1ce4ca5ce41e51e524708aea3-p_e.jpg,True,/apartments/seattle-wa/50th-and-roosevelt/9VWWJb/,FOR_RENT,50th and Roosevelt,"$2,595+/mo","4750 Roosevelt Way NE, Seattle, WA",2.0,1.0,776.0,2118683932.0,"{'latitude': 47.66469, 'longitude': -122.31711}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",50th and Roosevelt,47.66469--122.31711,True,True,True,False,False,True,False,,False,4579484000,4.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
5e7gx7hu7wu1c,https://photos.zillowstatic.com/fp/23d38c544c9f6e1104717209322a29cc-p_e.jpg,True,/apartments/seattle-wa/cosmopolitan/5XjR3v/,FOR_RENT,Cosmopolitan,"$1,799+/mo","400 NE 45th St, Seattle, WA",1.0,1.0,635.0,1001478802.0,"{'latitude': 47.662086, 'longitude': -122.3237}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Cosmopolitan,47.662086--122.3237,True,True,True,False,False,True,False,,False,11698286000,4.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/418bb69af37a679bfaa888ec13b191af-p_e.jpg,True,/apartments/seattle-wa/trinity-43rd-apartments/5XjLkK/,FOR_RENT,Apartment for rent,"$1,850+/mo","902 NE 43rd St, Seattle, WA 98105",,,,,"{'latitude': 47.65974, 'longitude': -122.31828}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,6822796000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",442436823,ForRent,For Rent,$1.9K,1.0,1.0,610.0,"{'homeInfo': {'zpid': 442436823, 'streetAddress': '902 NE 43rd St #1B-1BA-610SQFT', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.65974, 'longitude': -122.31828, 'price': 1850.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 610.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1850.0, 'timeOnZillow': 6822796000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 1B-1Ba-610Sqft', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,,,,
4ztk27jbagnvb,https://photos.zillowstatic.com/fp/dc94e009418d952318392b321ef6499f-p_e.jpg,True,/apartments/seattle-wa/campus-view-i-and-ii/5XkJHS/,FOR_RENT,Campus View I & II,"$1,700+/mo","4322 7th Ave NE, Seattle, WA",1.0,1.0,530.0,1001580210.0,"{'latitude': 47.660023, 'longitude': -122.32051}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Campus View I & II,47.660023--122.32051,True,True,True,False,False,True,False,,False,3379640000,15.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
4zyefr29bp740,https://photos.zillowstatic.com/fp/451244a3c86b70ce40609524c2f688b4-p_e.jpg,True,/apartments/seattle-wa/shelton-eastlake/CjVqGN/,FOR_RENT,Shelton Eastlake,"$1,759+/mo","2359 Franklin Ave E, Seattle, WA",1.0,1.0,544.0,2746965498.0,"{'latitude': 47.64146, 'longitude': -122.32496}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Shelton Eastlake,47.64146--122.32496,True,True,False,False,False,True,False,,False,8674286000,4.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",,,,,,,,,,,,,,,,,,,
1nhdwpx6a01t4,https://photos.zillowstatic.com/fp/ab0a6a46cddbab891e8603492a7c6e0b-p_e.jpg,True,/apartments/seattle-wa/kelly-anne-apartments/5brZtL/,FOR_RENT,Kelly Anne Apartments,"$1,450+/mo","816 NE 43rd St, Seattle, WA",1.0,1.0,507.0,1019497936.0,"{'latitude': 47.65968, 'longitude': -122.31913}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Kelly Anne Apartments,47.65968--122.31913,True,True,True,False,False,True,False,,False,767387000,3.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
3ctev44d6t8h4,https://photos.zillowstatic.com/fp/1d1293052996d2693360432839a61858-p_e.jpg,True,/apartments/seattle-wa/casa-del-rey/ChRGwp/,FOR_RENT,Casa del Rey,"$1,395+/mo","4116 12th Ave NE, Seattle, WA",1.0,1.0,400.0,2740782160.0,"{'latitude': 47.65749, 'longitude': -122.31521}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Casa del Rey,47.65749--122.31521,True,True,False,False,False,True,False,,False,8043637000,3.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
3yk0ud5uuhqqg,https://photos.zillowstatic.com/fp/25b506a984b1a8243cd7cf1fbcc9f235-p_e.jpg,True,/apartments/seattle-wa/travigne-on-eleventh-avenue/5XjVnt/,FOR_RENT,TraVigne on Eleventh Avenue,"$2,055+/mo","4726 11th Ave NE, Seattle, WA",1.0,1.0,579.0,1001487817.0,"{'latitude': 47.664185, 'longitude': -122.31602}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",TraVigne on Eleventh Avenue,47.664185--122.31602,True,True,False,False,False,True,False,,False,1834848000,8.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/1a475e53e18c0cdf64e1fe19bb8df770-p_e.jpg,True,/apartments/seattle-wa/sundodger/9VWVV8/,FOR_RENT,Apartment for rent,"$2,240/mo","4218 Roosevelt Way NE #315, Seattle, WA 98105",,,,,"{'latitude': 47.658943, 'longitude': -122.317444}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,14451768000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",428668101,ForRent,For Rent,$2.2K,1.0,1.0,562.0,"{'homeInfo': {'zpid': 428668101, 'streetAddress': '4218 Roosevelt Way NE #315', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.658943, 'longitude': -122.317444, 'price': 2240.0, 'datePriceChanged': 1737792000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 562.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2240.0, 'priceChange': 1, 'timeOnZillow': 14451768000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 315', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,,,,
ag1z0n9s3yr1,https://photos.zillowstatic.com/fp/003306bb6e4b59ef51a66e629f74931b-p_e.jpg,True,/apartments/seattle-wa/arista/9VWW99/,FOR_RENT,Arista,"$2,303+/mo","4715 25th Ave NE, Seattle, WA",1.0,1.0,575.0,2118683567.0,"{'latitude': 47.66347, 'longitude': -122.30134}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Arista,47.66347--122.30134,True,True,True,False,False,True,False,,False,881469000,20.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPayPerLease']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/1e1f72b5c368367358273230bb0b68d9-p_e.jpg,True,/apartments/seattle-wa/maverick-apartments/5jDzsB/,FOR_RENT,Apartment for rent,"$1,695+/mo","4131 Brooklyn Ave NE, Seattle, WA 98105",,,,,"{'latitude': 47.6577, 'longitude': -122.314644}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,15999100000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",402167869,ForRent,For Rent,$1.7K,1.0,1.0,575.0,"{'homeInfo': {'zpid': 402167869, 'streetAddress': '4131 Brooklyn Ave NE #1B-1BA-575SQFT', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.6577, 'longitude': -122.314644, 'price': 1695.0, 'datePriceChanged': 1737360000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 575.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1695.0, 'priceChange': 40, 'timeOnZillow': 15999100000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 1B-1Ba-575Sqft', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,,,,
,https://photos.zillowstatic.com/fp/f3185e461ca2f57304b4867cb15ada51-p_e.jpg,True,/apartments/seattle-wa/viola-apartments/9VWVMk/,FOR_RENT,Apartment for rent,"$1,675/mo","4048 7th Ave NE #106, Seattle, WA 98105",,,,,"{'latitude': 47.65703, 'longitude': -122.320526}","{'type': 'TIME_ON_INFO', 'text': '18 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1631434000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",443781521,ForRent,For Rent,$1.7K,1.0,1.0,357.0,"{'homeInfo': {'zpid': 443781521, 'streetAddress': '4048 7th Ave NE #106', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.65703, 'longitude': -122.320526, 'price': 1675.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 357.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1675.0, 'timeOnZillow': 1631434000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 106', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,2025-07-15 00:00:00,,,
,https://photos.zillowstatic.com/fp/6f4e2618e3d1339917b31ff7818de20b-p_e.jpg,True,/apartments/seattle-wa/lohas/9h4XDG/,FOR_RENT,Apartment for rent,"$1,450/mo","4558 7th Ave NE APT 202, Seattle, WA 98105",,,,,"{'latitude': 47.663017, 'longitude': -122.32038}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,5576609000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",2093840829,ForRent,For Rent,$1.5K,1.0,1.0,427.0,"{'homeInfo': {'zpid': 2093840829, 'streetAddress': '4558 7th Ave NE APT 202', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.663017, 'longitude': -122.32038, 'price': 1450.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 427.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1464, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1450.0, 'timeOnZillow': 5576609000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 202', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,,,,
,https://photos.zillowstatic.com/fp/c635add578d2f73172105586ef190129-p_e.jpg,True,/apartments/seattle-wa/wellesley-apartments/9VWVS8/,FOR_RENT,Apartment for rent,"$1,575+/mo","4203 Brooklyn Ave NE, Seattle, WA 98105",,,,,"{'latitude': 47.658524, 'longitude': -122.31471}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,4296824000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",443200296,ForRent,For Rent,$1.6K,1.0,1.0,,"{'homeInfo': {'zpid': 443200296, 'streetAddress': '4203 Brooklyn Ave NE #1B-1BA', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.658524, 'longitude': -122.31471, 'price': 1575.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1575.0, 'timeOnZillow': 4296824000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 1B-1Ba', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,,,,
4q7asb1t0v8rg,https://photos.zillowstatic.com/fp/40db961c27c414d4e823d44887cb3a12-p_e.jpg,True,/apartments/seattle-wa/lavender-apartments/CjMLHb/,FOR_RENT,Lavender Apartments,"$1,600+/mo","4519 18th Ave NE, Seattle, WA",1.0,1.0,444.0,2746084391.0,"{'latitude': 47.66185, 'longitude': -122.30863}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Lavender Apartments,47.66185--122.30863,True,True,False,False,False,True,False,,False,1568235000,15.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
1b3gb8n9d88ws,https://photos.zillowstatic.com/fp/82531ba3191a4278903e46d40ba69ff4-p_e.jpg,True,/apartments/seattle-wa/broadstone-strata/9VWWQc/,FOR_RENT,Broadstone Strata,"$2,882+/mo","4906 25th Ave NE, Seattle, WA",1.0,1.0,611.0,2118684227.0,"{'latitude': 47.66477, 'longitude': -122.30048}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Broadstone Strata,47.66477--122.30048,True,True,True,False,False,True,False,,False,20999559000,22.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPayPerLease']",,,,,,,,,,,,,,,,,,,
3ksu61y7a3b95,https://photos.zillowstatic.com/fp/203d42021e15ec232637fe75c949becc-p_e.jpg,True,/apartments/seattle-wa/tyee-apartments/9VWVPw/,FOR_RENT,Tyee Apartments,"$1,450+/mo","4115 Brooklyn Ave NE, Seattle, WA",1.0,1.0,540.0,2118681792.0,"{'latitude': 47.65732, 'longitude': -122.31474}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Tyee Apartments,47.65732--122.31474,True,True,False,False,False,True,False,,False,9175678000,2.0,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/cdd60becf47dbe719199eb19adcb68af-p_e.jpg,True,/apartments/seattle-wa/stonebridge-apartments/CgxKyQ/,FOR_RENT,Apartment for rent,"$1,995/mo","5204 15th Ave NE APT 201, Seattle, WA 98105",,,,,"{'latitude': 47.66664, 'longitude': -122.31157}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,11153399000,,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",2092150655,ForRent,For Rent,$2.0K,2.0,1.0,800.0,"{'homeInfo': {'zpid': 2092150655, 'streetAddress': '5204 15th Ave NE APT 201', 'zipcode': '98105', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.66664, 'longitude': -122.31157, 'price': 1995.0, 'datePriceChanged': 1727247600000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 800.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2015, 'listing_sub_type': {}, 'priceReduction': '', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1995.0, 'priceChange': -155, 'timeOnZillow': 11153399000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 201', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,,,,
43xxvagb1kymz,https://photos.zillowstatic.com/fp/a68a6e86e50da5fadce9154938e30ad0-p_e.jpg,True,/apartments/seattle-wa/university-manor/5gprdf/,FOR_RENT,University Manor,"$2,295+/mo","1305 NE 43rd St, Seattle, WA",1.0,1.0,790.0,1042352483.0,"{'latitude': 47.65971, 'longitude': -122.31416}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",University Manor,47.65971--122.31416,True,True,False,False,False,True,False,,False,3343068000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily']",,,,,,,,,,,,,,,,,,,
19hpmzvsjgry7,https://photos.zillowstatic.com/fp/7cacf127a075b3bb053f5f467a4023f8-p_e.jpg,True,/apartments/seattle-wa/liza/9VWKyd/,FOR_RENT,Liza,"$2,864+/mo","2517 Eastlake Ave E, Seattle, WA",1.0,1.0,913.0,2118661541.0,"{'latitude': 47.642593, 'longitude': -122.326256}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Liza,47.642593--122.326256,True,True,False,False,False,True,False,,False,6509828000,3.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily']",,,,,,,,,,,,,,,,,,,
1c53fvkqrtrry,https://photos.zillowstatic.com/fp/6b138964e846c597d005721abae8c630-p_e.jpg,True,/apartments/seattle-wa/the-kennedy-building/BTL3D6/,FOR_RENT,The Kennedy Building,"$1,725+/mo","903 NE 45th St, Seattle, WA",1.0,1.0,600.0,2394277694.0,"{'latitude': 47.661312, 'longitude': -122.318756}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",The Kennedy Building,47.661312--122.318756,True,True,True,False,False,True,False,,False,5548187000,5.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",,,,,,,,,,,,,,,,,,,
1qxyggtq8586b,https://photos.zillowstatic.com/fp/4dd4c1eace272ee039ccbdfe1d18c378-p_e.jpg,True,/apartments/seattle-wa/burke-+-union/9VWVnz/,FOR_RENT,Burke + Union,"$2,345+/mo","4516 Union Bay Pl NE, Seattle, WA",1.0,1.0,603.0,2118682726.0,"{'latitude': 47.662, 'longitude': -122.292946}",{'type': 'TIME_ON_INFO'},"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Burke + Union,47.662--122.292946,True,True,False,False,False,True,False,,False,828212000,3.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,,,,,,
2cs9kaqt38cec,https://photos.zillowstatic.com/fp/4b1db7595428927ae54f9fd855677ae2-p_e.jpg,True,/apartments/seattle-wa/the-corydon/5XjSzB/,FOR_RENT,The Corydon,"$2,269+/mo","5101 25th Ave NE, Seattle, WA",1.0,1.0,561.0,1001483470.0,"{'latitude': 47.66723, 'longitude': -122.30123}","{'type': '3D_HOME', 'text': '3D Tour'}","{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",The Corydon,47.66723--122.30123,True,True,True,False,False,True,False,,False,118373000,8.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily']",,,,,,,,,,,,,,,,,,,
